question_id,answer
398,true
403,true
399,true
406,true
397,true
407,true
409,true
400,true
410,true
408,true
401,true
416,true
411,true
405,true
414,true
417,false
418,true
415,false
413,true
425,false
419,true
412,true
424,true
423,true
432,true
421,true
420,true
427,true
428,true
430,true
431,true
437,true
436,true
429,true
422,true
426,true
435,false
434,true
433,true
438,true
440,true
439,false
442,true
446,false
444,false
443,true
441,false
445,true
451,true
454,true
456,true
449,true
455,true
448,false
447,true
452,false
450,false
457,true
460,false
453,true
462,false
459,true
458,true
461,true
467,false
471,true
466,true
465,true
469,true
473,false
468,true
474,true
475,true
463,true
472,false
476,true
464,false
478,true
470,false
479,true
480,true
486,true
477,false
483,true
484,true
487,true
485,true
490,true
481,false
493,false
496,true
491,true
488,false
482,true
492,true
497,false
499,true
498,true
495,true
494,true
489,true
503,true
501,false
507,true
506,true
510,true
508,true
512,true
500,false
504,true
509,true
505,false
513,true
514,true
502,true
516,true
515,true
517,true
511,true
518,true
519,true
522,true
521,true
523,true
520,true
528,true
526,true
530,true
531,true
527,false
536,true
532,true
533,true
524,true
534,false
525,true
540,false
529,true
535,false
544,true
542,true
538,true
545,true
547,true
539,false
546,true
549,true
552,true
541,true
553,true
537,false
543,true
554,false
556,true
559,false
548,true
555,true
551,true
561,true
563,true
560,true
550,true
565,true
557,true
567,true
562,true
564,true
566,true
558,true
569,true
568,true
571,true
570,true
574,true
575,false
580,true
578,true
585,false
577,true
576,true
584,false
582,true
583,false
581,true
586,true
579,true
573,true
590,false
587,true
572,true
589,true
591,true
588,true
593,true
592,false
594,true
595,true
597,false
596,true
598,true
603,false
600,true
599,false
601,true
606,true
605,false
607,true
602,true
604,true
608,true
609,true
610,true
612,true
613,true
614,true
611,false
615,true
617,true
620,true
616,true
619,false
622,true
618,false
621,false
623,true
624,false
627,false
625,false
630,false
626,false
631,true
629,true
628,true
634,true
636,false
632,false
633,false
635,false
637,true
640,true
639,false
638,true
642,false
643,true
641,true
644,false
648,true
646,false
649,true
645,false
650,false
653,false
647,true
655,true
651,false
652,true
656,true
654,true
659,false
658,true
657,false
661,false
662,true
663,false
660,true
667,true
668,true
666,true
672,false
669,true
673,false
676,true
664,true
665,true
671,true
675,true
674,true
670,false
678,true
679,true
677,true
683,true
681,false
684,true
680,true
682,true
690,false
692,false
686,true
691,true
685,true
689,false
688,false
687,true
695,false
693,true
694,true
696,false
697,false
699,true
701,false
698,true
705,true
700,false
702,true
704,false
703,true
710,true
708,true
709,true
712,true
711,true
707,true
706,true
713,true
714,true
715,true
716,true
719,false
717,true
721,false
722,true
723,true
727,true
720,true
724,true
718,true
730,false
726,true
729,true
728,true
725,true
731,false
732,false
734,true
735,false
733,true
