question_id,answer
358,true
354,true
355,true
348,true
360,true
359,true
361,true
363,true
357,true
367,true
364,true
366,true
365,true
368,true
371,true
373,false
369,true
372,true
370,true
374,true
362,true
377,true
376,false
380,true
381,true
378,true
379,false
387,true
385,true
388,true
383,true
375,true
391,true
389,true
382,true
392,true
394,true
384,true
390,true
395,false
386,true
393,true
396,true
403,true
402,true
404,true
398,true
406,true
409,true
399,true
407,true
408,true
400,true
397,true
410,true
401,true
416,true
411,true
414,true
417,false
418,true
413,true
405,true
415,false
424,true
423,true
419,true
412,true
425,false
427,true
420,true
432,true
421,true
430,true
428,false
431,true
436,true
422,true
429,true
434,true
426,true
437,true
435,false
433,true
438,true
440,true
445,true
439,false
442,true
444,false
443,true
451,true
441,false
446,false
456,true
449,true
454,true
458,true
460,false
448,false
450,false
459,true
455,true
457,true
452,false
447,true
462,true
453,true
461,true
473,false
471,true
468,true
467,false
469,true
465,true
475,true
466,true
474,true
472,false
463,true
464,false
476,true
478,true
470,false
479,true
480,true
483,true
477,true
484,true
486,true
487,true
490,true
493,true
481,false
485,true
496,true
488,true
482,true
491,true
494,true
498,true
497,false
495,true
499,true
492,true
501,false
503,true
489,true
507,true
504,true
510,true
505,false
506,true
509,true
512,true
508,true
502,true
500,false
514,true
513,true
516,true
515,true
517,true
522,true
518,true
521,true
511,true
520,true
519,true
523,true
528,true
526,true
530,true
531,true
532,true
527,false
533,true
536,false
524,true
534,false
525,true
540,false
535,false
538,true
544,true
529,true
542,true
545,true
539,false
546,true
547,true
541,true
549,true
553,true
537,false
552,true
543,true
556,true
554,false
548,true
559,false
555,true
561,true
550,true
551,true
560,true
563,true
565,true
564,true
557,true
562,true
558,true
567,true
566,true
568,true
569,true
571,true
570,true
575,false
574,true
580,true
578,true
582,true
577,true
583,false
584,false
585,false
581,true
586,true
576,true
573,true
579,true
591,true
589,false
572,false
588,true
590,false
587,true
593,true
597,false
594,true
592,false
598,true
603,false
595,true
599,false
596,true
600,true
601,true
605,true
607,true
606,true
602,true
604,true
613,true
614,true
615,true
612,true
608,true
617,true
610,true
611,false
609,true
616,true
619,false
618,false
620,true
621,false
622,true
625,true
623,true
624,false
627,false
626,false
636,false
630,false
628,true
634,true
629,true
631,true
633,false
632,false
635,true
637,true
643,true
642,false
640,true
639,false
641,true
649,true
638,true
644,true
646,false
648,true
650,true
653,false
647,true
651,false
645,false
655,true
652,true
654,true
659,true
658,true
656,true
657,false
662,true
661,true
663,false
660,false
667,false
668,true
666,true
672,false
669,true
676,true
671,true
665,true
675,true
664,true
673,false
670,false
677,true
678,true
674,true
679,true
683,true
684,true
681,true
682,false
680,true
690,false
685,true
691,true
692,false
688,false
687,true
689,false
686,true
693,true
696,false
694,true
695,false
697,false
701,true
699,true
705,true
700,false
698,true
704,false
702,true
703,true
709,true
708,true
707,true
711,true
710,true
714,true
713,true
712,true
706,true
715,true
716,true
719,true
722,true
721,true
723,true
717,true
724,true
720,true
727,true
718,true
730,false
728,true
725,true
726,true
729,true
732,false
731,false
733,true
734,true
735,false
